,album_name,album_uri,artist_name,artist_uri,duration_ms,pos,track_name,track_uri
7820,Easter,spotify:album:0u1wD0JY0LpXrwiK8BV4Uj,Isabella Jenkins,spotify:artist:62nJzrSWizmrIShYwC9Gz4,85201,8,Amazing Grace,spotify:track:3EHP1xpr4sq8aZGaq6hIeh
7821,Valentinstag - Romantik Musik,spotify:album:2DEGrx8TqNLFUHn3p6A5yv,Valentinstag Romantik Musik,spotify:artist:4S4FdOFs0CUVVtXQtpkC9K,185945,9,Canon in D,spotify:track:1I4KAlfPO5sRRQCQUaO3yM
7822,"Exam Study Classical Music to Increase Brain Power, Classical Study Music for Relaxation, Concentration and Focus on Learning - Classical Music and Classical Songs",spotify:album:4GusunD6mDAoPYxtRcHZyP,Exam Study Classical Music Orchestra,spotify:artist:22pAlZRKZ8WyPTtf63Y5nV,228329,10,Beethoven - Piano Romance No.50,spotify:track:2I5hSUSpP30UtbdNLKaHtb
7823,Le pi?? belle canzoni di Natale,spotify:album:2mUTGX5ZZMXGIlxPagAcxF,Corale Friulana,spotify:artist:7GswSK9ULV2VNLc6uFHKMD,126040,11,God Rest Ye Merry Gentlemen,spotify:track:7iCNzknKUAOi9eThnz0bSl
7824,Royal Wedding,spotify:album:0L5Mcizq2Of9On0FGwrRej,Royal Wedding Orchestra,spotify:artist:4BDcdxfbZiDASi6u3wKh5U,83689,12,Bach - Minuet in G Major Classical Music Wedding Party Music,spotify:track:7gpsOFxRlwFT0ag3spbfZn
7825,"Exam Study Classical Music to Increase Brain Power, Classical Study Music for Relaxation, Concentration and Focus on Learning - Classical Music and Classical Songs",spotify:album:4GusunD6mDAoPYxtRcHZyP,Exam Study Classical Music Orchestra,spotify:artist:22pAlZRKZ8WyPTtf63Y5nV,476349,13,Bach - Piano two part inventions No.2,spotify:track:7IEGXOIVc7om5XYgfonvFQ
7826,Royal Wedding,spotify:album:0L5Mcizq2Of9On0FGwrRej,Royal Wedding Orchestra,spotify:artist:4BDcdxfbZiDASi6u3wKh5U,277664,14,Bach - Cello Suite Solo Piano Music Father Daughter Songs,spotify:track:5ASzueqvzHN3bd74Q7fX7J
7827,Vivaldi: The Four Seasons,spotify:album:0R01el22kuoKDFM1pFs3He,Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,137613,15,"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",spotify:track:5m9wnjpx5EL2hqYe2saEen
7828,"Mozart: Quatuors d??di??s ?? Haydn & s Dissonances""""""",spotify:album:2fZL2hFj2n56CbDQvW9Ihh,Wolfgang Amadeus Mozart,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,841666,16,"String Quartet No. 19 in C Major, K. 465: I. Adagio - Allegro",spotify:track:3TWFD2VPiskr2Ilk1J2GFnnyP
7829,Mozart: Piano Concertos Nos. 21 & 25,spotify:album:40E3bVpSvkLZMea8wUSw40,Wolfgang Amadeus Mozart,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,463000,17,"Piano Concerto No.21 in C, K.467: 2. Andante",spotify:track:1eCouLD4K2IkqPQ23CVlLl
7830,"Row, Row, Row Your Boat and Other Classic Children's Songs",spotify:album:2FGXkSEAOy2a5is35gYgJ4,Smart Baby Lullaby,spotify:artist:2hfd99WXqZKReBMrn9UVqw,55537,18,Ode To Joy,spotify:track:39pQTiPlRZXWlPiHzRJD5X
7831,Winter: Piano Music For Christmas,spotify:album:3pJ8oCHiKXKP5ODeNoBOUU,Michael Silverman,spotify:artist:59PMoeYMK4U67YYzVWZGoi,203560,19,Pachelbel: Canon In D,spotify:track:2AU96PBR4PzUJPVGIQTalF
7832,Scarborough Fair,spotify:album:0aO1hwEpSPwdfihADzxMji,Michael Silverman,spotify:artist:59PMoeYMK4U67YYzVWZGoi,125693,20,Clair De Lune,spotify:track:4zTv2K3AxqNltnrCwtanAC
7833,"Bach: The Goldberg Variations, BWV 988 (1981) - Gould Remastered",spotify:album:1aCpHSQE5ghxibsQ5gkBe0,Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,64706,21,"Goldberg Variations, BWV 988: Variation 14 a 2 Clav. - Remastered",spotify:track:4PqCIpr1uWNxakSW79FDaZ
7834,Shostakovich: The Jazz Album,spotify:album:6SXNiFijYukedJeDjMosO2,Dmitri Shostakovich,spotify:artist:6s1pCNXcbdtQJlsnM1hRIA,220600,22,Jazz Suite No.2: 6. Waltz II,spotify:track:3tcorTc2qAByPxoCr8IsMx
7835,"10,000 Reasons",spotify:album:0av22wHGgPZRC0BkGrnVVJ,Matt Redman,spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,342493,0,"10,000 Reasons (Bless The Lord) - Live",spotify:track:0fxpHpK3aw2nFWII6yveDD
7836,God's Not Dead,spotify:album:7Csd473gctS7rL0YUhjlkX,Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,258453,1,God's Not Dead (Like a Lion),spotify:track:0eI19vR5WZ12fuYcEFUVkw
7837,The Ascension,spotify:album:4n00c0RLzY8dZiDnsNwHQf,Phil Wickham,spotify:artist:5d1JhBfyb58upMXCZOdbQu,279786,2,This Is Amazing Grace,spotify:track:5C64H6dEsQ15bS9gp0D3Xr
7838,Blessed Be Your Name,spotify:album:7pMoDDmoNMP0o44ztOoyvk,Matt Redman,spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,348933,3,Blessed Be Your Name,spotify:track:51ndwDACfzlvfOYnwp4ryn
7839,Restart,spotify:album:2DzN9KpN5XlDcSKaqa1bZl,Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,261693,4,We Believe,spotify:track:1dtzjTkNecIRAL4X3u4CtL
7840,Hallelujah For The Cross,spotify:album:4lEgT0xxX67pJMBg8h5iRh,Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,237640,5,All Creatures Of Our God And King,spotify:track:3eK3MyhiIJKhFcyFd7ffXi
7841,Love Riot,spotify:album:24NURyrZWcmrBPfA8HKYYe,Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,219400,6,Guilty,spotify:track:6lXcK2dIrZQzUvrJfysY0w
7842,Zion,spotify:album:3A24aBx6jZCAgovIbZUubC,Hillsong United,spotify:artist:74cb3MG0x0BOnYNW1uXYnM,536000,7,Oceans (Where Feet May Fail),spotify:track:5Mw9bXG1dLNhbjofkVS2oR
7843,Welcome to the New,spotify:album:4xBIDYQZtXRghjFPwqDLsP,MercyMe,spotify:artist:6APm8EjxOHSYM5B4i3vT3q,247040,8,Greater,spotify:track:6eFGvG8mkvZJjhPx9wMZGc
7844,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,215933,9,Fix My Eyes,spotify:track:7zJg7aNCvTKW9EtG1Dvzkl
7845,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,303306,10,Shoulders,spotify:track:5MCG4XcVcvCOXWpSg2cfRC
7846,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,240986,11,Run Wild.,spotify:track:1f1Gw6iSRoOrc9rEYc3rhx
7847,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,214360,12,To the Dreamers,spotify:track:0krby3AUjWWXAermpLRklq
7848,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,207240,13,Steady,spotify:track:1IinPyaCpoWUHhgBpjvDEV
7849,RUN WILD. LIVE FREE. LOVE STRONG.,spotify:album:0NbUkJhmypa3PqfTPuEfrX,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,240132,14,It's Not Over Yet,spotify:track:3UerxFdl6z8Th3EftMg2iG
7850,Lady Antebellum,spotify:album:3MHTGwjWJhfcc3yBnvo6yh,Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,256013,15,I Run to You,spotify:track:2YVCkTYJpv5jelYrHYoEG8
7851,Love Remains,spotify:album:4eZL2PZL6UiFWrj6JAVTLJ,Hillary Scott & The Scott Family,spotify:artist:4EVSOMkocOlqAZ9ujkGrQR,236200,16,Thy Will,spotify:track:1V3eyBz3pfkn9lBOlfle4x
7852,Don't Play That Song,spotify:album:18Fj7coTfyMi7mEPXIweN7,Ben E. King,spotify:artist:3plJVWt88EqjvtuB4ZDRV3,180055,17,Stand By Me,spotify:track:3SdTKo2uVsxFblQjpScoHy
7853,Worship Again,spotify:album:6Jqq3ghZ3IzgljFQIpMCBH,Michael W. Smith,spotify:artist:5aBxFPaaGk9204ssHUvXWN,296706,18,Here I Am To Worship,spotify:track:0GRkrdDS476AdjfI9ZlzaC
7854,Worship Again,spotify:album:6Jqq3ghZ3IzgljFQIpMCBH,Michael W. Smith,spotify:artist:5aBxFPaaGk9204ssHUvXWN,296706,19,Here I Am To Worship,spotify:track:0GRkrdDS476AdjfI9ZlzaC
7855,Rivers In The Wasteland,spotify:album:52e12cyeu7IY7JGSoUArHw,NEEDTOBREATHE,spotify:artist:610EjgFatGvVPtib97jQ8G,289226,20,Brother,spotify:track:76jtkq7829eEgEkoQrcjov
7856,These Are The Days,spotify:album:4WdFaCcuVivem05RfVMEWN,Love & The Outcome,spotify:artist:1xU1V8I8pFrMOjtuSmjPBs,197973,21,The God I Know,spotify:track:43DVtoypVSY4mQV2JrqY9I
7857,Night Visions,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,186813,22,Radioactive,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB
7858,Flicker,spotify:album:3QLB5s0MY7ERTwh4GpNMkf,Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,232852,23,This Town,spotify:track:3UwT4FadEGWyMdaSwYcUBY
7859,Play On,spotify:album:3iLrVuA1k7onNmZTuUQH4u,Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,268560,24,Temporary Home,spotify:track:0d0tJF80562KcMndcBcSfM
7860,Casting Crowns,spotify:album:0OET3Pft2RKmDxzpP3FcGc,Casting Crowns,spotify:artist:6eJqAWJdd8JhAN1pQGie4r,335906,25,Who Am I,spotify:track:5VUQsLff8A3ruAyCdTxqzg
7861,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,243269,0,One Night,spotify:track:40yJGQyEaBbIkXpwMFkXip
7862,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,171899,1,Wanna Be Us,spotify:track:7qqOmEfeTPgjBsm1Qm98eg
7863,Luv Is Rage,spotify:album:5WrbKW1nRN4vSsu70uizxX,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,219712,2,7am,spotify:track:4v1P7JCjehbg5TmLQo2mFy
7864,The Perfect LUV Tape,spotify:album:6LX75kNicFqjjiAOeZgN67,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,182491,3,Seven Million (feat. Future),spotify:track:6j0teRL3WdExzqmy334sh5
7865,Pull Up (feat. Lil Uzi Vert),spotify:album:3qv4Hjk70y70MNe9Kb9X8f,Wiz Khalifa,spotify:artist:137W8MRPWKqSmrBGDBFSop,207391,4,Pull Up (feat. Lil Uzi Vert),spotify:track:6LTsvaebP6V9tJFvZxqi5M
7866,Chill Bill REMIX,spotify:album:3W3q0RCly4jC7QRlEKpyGw,Rob $tone,spotify:artist:2hWs22BmQkK4czFtDLnar2,242652,5,Chill Bill REMIX,spotify:track:2Vo3sVSCltAaYU1u0f9ASz
7867,Herstory,spotify:album:23Fvpx2T1drg9lJ4WC0fXl,Young M.A,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,234649,6,OOOUUU,spotify:track:7JYsArznYOjX2jsrT3UEnL
7868,EVOL,spotify:album:3jJKDKdlwRS584zUlHV2Ly,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,313546,7,Low Life,spotify:track:7EiZI6JVHllARrX9PUvAdX
7869,New English,spotify:album:2SaYqv9d4lxLBm5nYPJHWh,Desiigner,spotify:artist:7pFeBzX627ff0VnN6bxPR4,246761,8,Panda,spotify:track:5OOkp4U9P9oL23maHFHL1h
7870,Big Baby DRAM,spotify:album:0NrZHZ0y5kTO8EHliuUUca,DRAM,spotify:artist:5M0lbkGluOPXLeFjApw8r8,225205,9,Broccoli (feat. Lil Yachty),spotify:track:7yyRTcZmCiyzzJlNzGC9Ol
7871,Chill Bill,spotify:album:5qBu7Ab6alstSCAzxTJMb1,Rob $tone,spotify:artist:2hWs22BmQkK4czFtDLnar2,177184,10,Chill Bill,spotify:track:5uDASfU19gDxSjW8cnCaBp
7872,Tiimmy Turner,spotify:album:7zf9kyxc3ZhJv79HrjTRir,Desiigner,spotify:artist:7pFeBzX627ff0VnN6bxPR4,239853,11,Tiimmy Turner,spotify:track:3NJG6vMH1ZsectZkocMEm0
7873,Ultimate,spotify:album:5r0LVuUjx659ddoV15P5MI,Denzel Curry,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,189974,12,Ultimate,spotify:track:6R0GRYk2vs2XuBVemYK5YZ
7874,Hot N*gga,spotify:album:5ptl9Sheh9eWaogxFOZ3PV,Bobby Shmurda,spotify:artist:34Y0ldeyUv7jBvukWOGASO,194561,13,Hot N*gga,spotify:track:19gEmPjfqSZT0ulDRfjl0m
7875,Lil Uzi Vert Vs. The World,spotify:album:7mgdTKTCdfnLoa1HXHvLYM,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,163944,14,You Was Right,spotify:track:2ANLarE8yHVsLWW21nj79M
7876,Lil Uzi Vert Vs. The World,spotify:album:7mgdTKTCdfnLoa1HXHvLYM,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,198944,15,Money Longer,spotify:track:0B8QzDH7YWih85V5SEMnyJ
7877,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,252256,16,pick up the phone,spotify:track:20dP2DaMHIAmwWAbp7peSr
7878,Gassed Up,spotify:album:6YCcGxz3l1shgr3F7XbNee,Nebu Kiniza,spotify:artist:5lCY3tqdQxbeg5igSlObaT,193911,17,Gassed Up,spotify:track:6JjEVlMkfHWMeYavkEYzNO
7879,El Southside,spotify:album:4BWOwtbi9onWBifHQj4zi9,Kap G,spotify:artist:6JvU33PZ8MtZyeFTESr09O,198716,18,Girlfriend,spotify:track:0wJIFdZTLwl4ZQ6RNLOxQN
7880,Starboy,spotify:album:09fggMHib4YkOtwQNXEBII,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,230453,19,Starboy,spotify:track:5aAx2yezTd8zXrkmtKl66Z
7881,You Are Forgiven,spotify:album:0jlFChyFxDKLRNx8b59Ywz,MadeinTYO,spotify:artist:5SyGEPymt1G2uto47tVWvZ,233293,20,I Want (feat. 2 Chainz),spotify:track:1NMYfyq8eE4qUCj2SXvrJd
7882,Starboy,spotify:album:4AdZV63ycxFLF6Hcol0QnB,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,220306,21,False Alarm,spotify:track:32lgtADX2cB9I4KFs1Y1py
7883,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,178046,22,Up Next 2,spotify:track:1Bb4sybDwAcshSp6QgQ1Sn
7884,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,268114,23,Minnesota,spotify:track:4XkOcWt0C2JX1s2RXybosk
7885,Been Thru a Lot,spotify:album:2ysPXY4q96HteF6zO18wMK,Tm88,spotify:artist:5RMUeKq0dZxg9RHE1f0B9P,279745,24,Been Thru a Lot,spotify:track:65D4I8RnA9AN9pcSOyOq1n
7886,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,192707,25,I??m Sorry,spotify:track:7jUiGAv76iyD7iJqRiqCA6
7887,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,175262,26,Fucked Over,spotify:track:0msYrhDilTZDyeTuayebkA
7888,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,160037,27,Out Late,spotify:track:2nLWJyfu5fOb4zKpnVVUcR
7889,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,242760,28,Intro,spotify:track:0lH4UehxCtIL3JUQYCpsQP
7890,Savage Mode,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,258880,29,X (feat. Future),spotify:track:6fwdbPMwP1zVStm8FybmkO
7891,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,291893,30,Black Beatles,spotify:track:6fujklziTHa8uoM5OQSfIo
7892,2016 Freshman Class Freestyle,spotify:album:2cYTGtvjKS800RwELa2GMC,XXL Freshman,spotify:artist:016YHhRTzQSGRJk5EkbU2O,252055,31,Kodak Black Lil Uzi Vert Lil Yachty Cypher,spotify:track:01pw3e2s4PExku8cLYylH4
7893,Savage Mode,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,235040,32,No Heart,spotify:track:4gmmRb6bZJffOOiww1JGTO
7894,The Perfect LUV Tape,spotify:album:6LX75kNicFqjjiAOeZgN67,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,199993,33,Erase Your Social,spotify:track:4uhvMW7ly7tJil31YYscAN
7895,Sneakin??,spotify:album:2z3NlPY0n0gHJPCPqrzA6V,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,251333,34,Sneakin??,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W
7896,More Life,spotify:album:1lXY618HWkwYKJWBRYR4MK,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,210937,35,Fake Love,spotify:track:343YBumqHu19cGoGARUTsd
7897,No Flockin,spotify:album:12YTH28wiBXQ16gvWOCMLU,Kodak Black,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,165290,36,No Flockin,spotify:track:34oWbFBfGEElvgO0a5c9V4
7898,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,143598,37,Not My Bro,spotify:track:11oZczb6eoVlb9eH4Kc86W
7899,Yiken (Certified) - Single,spotify:album:17mTQcA6aJkEF2NVm1UXJ9,Priceless Da Roc,spotify:artist:5UFWdAKsTs2o6gwSyBXxS2,198963,38,Yiken (Certified),spotify:track:67ncKGqScuJdNUN6bTqclA
7900,Savage Mode,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,276466,39,No Advance,spotify:track:2kE82JhBcoS7mimFO1SqqX
7901,Slaughter King,spotify:album:1HSyuTHvLXMWyPJQGnQTLw,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,151614,40,Dip Dip,spotify:track:3xAXYCtd98G5G0SSJAHtqd
7902,Life Sentence 3,spotify:album:2MMoUvjN2Sbds40BqlBrBf,Lightshow,spotify:artist:0bxqbGrU4OdgDQNGs9DYp4,263224,41,Need a Lighter (feat. 21 Savage),spotify:track:6q0JS7CqBWQT2JGQYgBCEa
7903,Good For You,spotify:album:3lajefIuUk4SfzqVBSJy8p,Amin??,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,209640,42,Caroline,spotify:track:5hTpBe8h35rJ67eAWHQsJx
7904,Red Opps,spotify:album:5vjDtsdTgQC7B5jsLvehaF,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,163340,43,Red Opps,spotify:track:3cqZH3cqvfbV8wVbvHyPbG
7905,Starboy,spotify:album:2ODvWsOgouMbaA5xf0RkJe,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,249213,44,Party Monster,spotify:track:4F7A0DXBrmUAkp32uenhZt
7906,Bobby Tarantino,spotify:album:0WMr3ulx5Mzi1B3C8LsHVA,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,177680,45,Super Mario World,spotify:track:1py4qzrEEkOvU8uTHYLuOW
7907,OOOUUU,spotify:album:02GqG5hdT3KOw6fsKvmstb,Young M.A,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,228529,46,OOOUUU - Clinton Sparks Remix,spotify:track:1NTL7lfMBGiy6N1pv5EE0Y
7908,Mannequin Challenge (Black Beetles),spotify:album:7lUrpFMBI1bZ84oDwhlkSC,Towelboyz,spotify:artist:6IGb4ry4czLjJHYsi3mOyV,125529,47,Mannequin Challenge (Black Beetles),spotify:track:0INOJ2pgoEKb0DUNWY5An7
7909,Culture,spotify:album:2AvupjUeMnSffKEV05x222,Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,343150,48,Bad and Boujee (feat. Lil Uzi Vert),spotify:track:4Km5HrUvYTaSUfiSGPJeQR
7910,Bobby Tarantino,spotify:album:0WMr3ulx5Mzi1B3C8LsHVA,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,182266,49,44 Bars,spotify:track:4s2BWgnSQ9NZiOQM4PP4HB
7911,Under Pressure,spotify:album:1Mk7Lei0Ra3hawezqmad5V,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,218280,50,Alright,spotify:track:0lwkTJnLBVWvEnxtku7Msy
7912,The Incredible True Story,spotify:album:5dOpbgAmJeyoakKQ0QLWkR,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,287400,51,Fade Away,spotify:track:4QRWA5UqYU1st9aO0UfxOj
7913,Bobby Tarantino,spotify:album:0WMr3ulx5Mzi1B3C8LsHVA,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,205733,52,Wrist,spotify:track:7qT7NUDywO7vNJNTNxqWiN
7914,The Incredible True Story,spotify:album:5dOpbgAmJeyoakKQ0QLWkR,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,208666,53,Lord Willin',spotify:track:4q6oNFTjZmJqkIgPdp8iR1
7915,Bobby Tarantino,spotify:album:0WMr3ulx5Mzi1B3C8LsHVA,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,238400,54,The Jam,spotify:track:4dVJyyeCPEONr44NIrXvie
7916,The Incredible True Story,spotify:album:5dOpbgAmJeyoakKQ0QLWkR,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,202920,55,I Am The Greatest,spotify:track:1BTj47Up5m8601KOFrTvkj
7917,I Decided.,spotify:album:0XAIjjN5qxViVS0Y5fYkar,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,222360,56,Bounce Back,spotify:track:0SGkqnVQo9KPytSri1H6cF
7918,The Booty Tape,spotify:album:0v4EQZn8clJmIKltNv5h0Y,Ugly God,spotify:artist:3Fdm9TFJQCLmC3AWMuGExi,138936,57,Water,spotify:track:7EoSDrwBPUBeBEORrpvgko
7919,Starboy,spotify:album:2ODvWsOgouMbaA5xf0RkJe,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,231360,58,Sidewalks,spotify:track:4h90qkbnW1Qq6pBhoPvwko
7920,4 Your Eyez Only,spotify:album:3CCnGldVQ90c26aFATC1PW,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,264746,59,Deja Vu,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ
7921,Starboy,spotify:album:2ODvWsOgouMbaA5xf0RkJe,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,237573,60,Six Feet Under,spotify:track:4mU5iXHeLgbR94siF7p1sY
7922,Starboy,spotify:album:4AdZV63ycxFLF6Hcol0QnB,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,260253,61,Die For You,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
7923,Starboy,spotify:album:4AdZV63ycxFLF6Hcol0QnB,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,265600,62,Secrets,spotify:track:3DX4Y0egvc0slLcLl31h2p
7924,Frayed,spotify:album:2SUTezcD3h0uqOOr6M3Xdh,Bones,spotify:artist:7qUnx2B8Lf6QROKUCKLsOQ,123053,63,"Okay, But This Is the Last Time",spotify:track:1XLs72TJ8zJIcq6qKFCzLU
7925,Blood Shore Season 2,spotify:album:1gylfqMj0edhomts9vZL7d,Xavier Wulf,spotify:artist:3uo0ix4Y67XHVWBhXXIY1S,135340,64,Psycho Pass,spotify:track:3kZAm2TC74lBJFPDoV40Qc
7926,Bobby Tarantino,spotify:album:0WMr3ulx5Mzi1B3C8LsHVA,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,218946,65,Flexicution,spotify:track:2c8sgbZoEanC3QyFNZxUcA
7927,iSpy (feat. Lil Yachty),spotify:album:15qLmAABocTCRBSbWWqL7K,KYLE,spotify:artist:4qBgvVog0wzW75IQ48mU7v,253106,66,iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL
7928,Summer Songs 2,spotify:album:1Ea4UfFW7K1UzbjkDVaPri,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,144786,67,Shoot Out The Roof,spotify:track:3V6J0liPAQPjqlyDOvDmKY
7929,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,243836,68,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2
7930,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,179613,69,Go Flex,spotify:track:5yuShbu70mtHXY0yLzCQLQ
7931,Culture,spotify:album:2AvupjUeMnSffKEV05x222,Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,242407,70,T-Shirt,spotify:track:7KOlJ92bu51cltsD9KU5I7
7932,The Return of East Atlanta Santa,spotify:album:4MoVPs5mVFmZ4N6RmNTFWB,Gucci Mane,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,190311,71,Both (feat. Drake),spotify:track:5tFep7dXGd7vEJ668wTPux
7933,Look at Me!,spotify:album:3IOOgkjq06FdviLdk7qK2H,XXXTENTACION,spotify:artist:15UsOTVnJzReFVN1VCnxy4,151041,72,Look at Me!,spotify:track:2oUuLLKS8WbF7ELJcwbqms
